Radar_range,Time.slot0,Time.slot1,Time.slot2,Time.slot3,Time.slot4,Time.slot5,Time.slot6,Time.slot7,Time.slot8,Time.slot9,Time.slot10,Time.slot11,Time.slot12,Time.slot13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00641025641025641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03205128205128205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.038461538461538464,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04487179487179487,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0
0.05128205128205128,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0
0.057692307692307696,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0
0.0641025641025641,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0
0.07051282051282051,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0
0.07692307692307693,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0
0.08333333333333333,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0
0.08974358974358974,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
0.09615384615384616,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
0.10256410256410256,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0
0.10897435897435898,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0
0.11538461538461539,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0
0.12179487179487179,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0
0.1282051282051282,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0
0.1346153846153846,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0
0.14102564102564102,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0
0.14743589743589744,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0
0.15384615384615385,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0
0.16025641025641027,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0
0.16666666666666666,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0
0.17307692307692307,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0
0.1794871794871795,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0
0.1858974358974359,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0
0.19230769230769232,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0
0.1987179487179487,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0
0.20512820512820512,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
0.21153846153846154,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0
0.21794871794871795,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0
0.22435897435897437,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0
0.23076923076923078,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0
0.23717948717948717,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0
0.24358974358974358,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0
0.25,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0
0.2564102564102564,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0
0.26282051282051283,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0
0.2692307692307692,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0
0.27564102564102566,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0
0.28205128205128205,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0
0.28846153846153844,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
0.2948717948717949,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0
0.30128205128205127,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0
0.3076923076923077,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
0.3141025641025641,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0
0.32051282051282054,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0
0.3269230769230769,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0
0.3333333333333333,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0
0.33974358974358976,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0
0.34615384615384615,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0
0.3525641025641026,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0
0.358974358974359,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0
0.36538461538461536,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0
0.3717948717948718,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0
0.3782051282051282,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0
0.38461538461538464,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0
0.391025641025641,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0
0.3974358974358974,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0
0.40384615384615385,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0
0.41025641025641024,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0
0.4166666666666667,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0
0.4230769230769231,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0.42948717948717946,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0
0.4358974358974359,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0
0.4423076923076923,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0
0.44871794871794873,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0
0.4551282051282051,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.03
0.46153846153846156,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.05
0.46794871794871795,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.01
