"Radar_range","Avg_Amplitude","Time"
0.461538461538462,0,"T0"
0.467948717948718,0,"T0"
0.474358974358974,0,"T0"
0.480769230769231,0,"T0"
0.487179487179487,0,"T0"
0.493589743589744,0,"T0"
0.5,0,"T0"
0.506410256410256,0,"T0"
0.512820512820513,0,"T0"
0.519230769230769,0,"T0"
0.525641025641026,0,"T0"
0.532051282051282,0,"T0"
0.538461538461538,0,"T0"
0.544871794871795,0,"T0"
0.551282051282051,0,"T0"
0.557692307692308,0,"T0"
0.564102564102564,0,"T0"
0.57051282051282,0,"T0"
0.576923076923077,0,"T0"
0.583333333333333,0,"T0"
0.58974358974359,0,"T0"
0.596153846153846,0,"T0"
0.602564102564102,0,"T0"
0.608974358974359,0,"T0"
0.615384615384615,0,"T0"
0.621794871794872,0,"T0"
0.628205128205128,0,"T0"
0.634615384615385,0,"T0"
0.641025641025641,0,"T0"
0.647435897435897,0,"T0"
0.653846153846154,0,"T0"
0.66025641025641,0,"T0"
0.666666666666667,0,"T0"
0.673076923076923,0,"T0"
0.67948717948718,0,"T0"
0.685897435897436,0,"T0"
0.692307692307692,0,"T0"
0.698717948717949,0,"T0"
0.705128205128205,0,"T0"
0.711538461538462,0,"T0"
0.717948717948718,0,"T0"
0.724358974358974,0,"T0"
0.730769230769231,0,"T0"
0.737179487179487,0,"T0"
0.743589743589744,0,"T0"
0.75,0,"T0"
0.756410256410256,0,"T0"
0.762820512820513,0,"T0"
0.769230769230769,0,"T0"
0.775641025641026,0,"T0"
0.782051282051282,0,"T0"
0.788461538461538,0,"T0"
0.794871794871795,0,"T0"
0.801282051282051,0,"T0"
0.807692307692308,0,"T0"
0.814102564102564,0,"T0"
0.82051282051282,0,"T0"
0.826923076923077,0,"T0"
0.833333333333333,0,"T0"
0.83974358974359,0,"T0"
0.846153846153846,0,"T0"
0.852564102564103,0,"T0"
0.858974358974359,0,"T0"
0.865384615384615,0,"T0"
0.871794871794872,0,"T0"
0.878205128205128,0,"T0"
0.884615384615385,0,"T0"
0.891025641025641,0,"T0"
0.897435897435897,0,"T0"
0.903846153846154,0,"T0"
0.91025641025641,0,"T0"
0.916666666666667,0,"T0"
0.923076923076923,0,"T0"
0.92948717948718,0,"T0"
0.935897435897436,0,"T0"
0.942307692307692,0,"T0"
0.948717948717949,0,"T0"
0.955128205128205,0,"T0"
0.961538461538462,0,"T0"
0.967948717948718,0,"T0"
0.974358974358974,0,"T0"
0.980769230769231,0,"T0"
0.987179487179487,0,"T0"
0.993589743589744,0,"T0"
1,0,"T0"
1.00641025641026,0,"T0"
1.01282051282051,0,"T0"
1.01923076923077,0,"T0"
1.02564102564103,0,"T0"
1.03205128205128,0,"T0"
1.03846153846154,0,"T0"
1.0448717948718,0,"T0"
1.05128205128205,0,"T0"
1.05769230769231,0,"T0"
1.06410256410256,0,"T0"
1.07051282051282,0,"T0"
1.07692307692308,0,"T0"
1.08333333333333,0,"T0"
1.08974358974359,0,"T0"
1.09615384615385,0,"T0"
1.1025641025641,0,"T0"
1.10897435897436,0,"T0"
1.11538461538462,0,"T0"
1.12179487179487,0,"T0"
1.12820512820513,0,"T0"
1.13461538461538,0,"T0"
1.14102564102564,0,"T0"
1.1474358974359,0,"T0"
1.15384615384615,0,"T0"
1.16025641025641,0,"T0"
1.16666666666667,0,"T0"
1.17307692307692,0,"T0"
1.17948717948718,0,"T0"
1.18589743589744,0,"T0"
1.19230769230769,0,"T0"
1.19871794871795,0,"T0"
1.20512820512821,0.004,"T0"
1.21153846153846,0.003,"T0"
1.21794871794872,0,"T0"
1.22435897435897,0,"T0"
1.23076923076923,0,"T0"
1.23717948717949,0,"T0"
1.24358974358974,0,"T0"
1.25,0,"T0"
1.25641025641026,0,"T0"
1.26282051282051,0,"T0"
1.26923076923077,0,"T0"
1.27564102564103,0,"T0"
1.28205128205128,0,"T0"
1.28846153846154,0,"T0"
1.2948717948718,0,"T0"
1.30128205128205,0,"T0"
1.30769230769231,0,"T0"
1.31410256410256,0,"T0"
1.32051282051282,0,"T0"
1.32692307692308,0,"T0"
1.33333333333333,0,"T0"
1.33974358974359,0,"T0"
1.34615384615385,0,"T0"
1.3525641025641,0,"T0"
1.35897435897436,0,"T0"
1.36538461538462,0,"T0"
1.37179487179487,0,"T0"
1.37820512820513,0,"T0"
1.38461538461538,0,"T0"
1.39102564102564,0,"T0"
1.3974358974359,0,"T0"
1.40384615384615,0,"T0"
1.41025641025641,0,"T0"
1.41666666666667,0,"T0"
1.42307692307692,0,"T0"
1.42948717948718,0,"T0"
1.43589743589744,0,"T0"
1.44230769230769,0,"T0"
1.44871794871795,0,"T0"
1.45512820512821,0,"T0"
1.46153846153846,0,"T0"
1.46794871794872,0,"T0"
1.47435897435897,0,"T0"
1.48076923076923,0,"T0"
1.48717948717949,0,"T0"
1.49358974358974,0,"T0"
1.5,0,"T0"
1.50641025641026,0,"T0"
1.51282051282051,0.002,"T0"
1.51923076923077,0,"T0"
1.52564102564103,0,"T0"
1.53205128205128,0,"T0"
1.53846153846154,0,"T0"
1.5448717948718,0,"T0"
1.55128205128205,0,"T0"
1.55769230769231,0,"T0"
1.56410256410256,0,"T0"
1.57051282051282,0,"T0"
1.57692307692308,0,"T0"
1.58333333333333,0,"T0"
1.58974358974359,0,"T0"
1.59615384615385,0,"T0"
1.6025641025641,0,"T0"
1.60897435897436,0,"T0"
1.61538461538462,0,"T0"
1.62179487179487,0,"T0"
1.62820512820513,0,"T0"
1.63461538461538,0,"T0"
1.64102564102564,0,"T0"
1.6474358974359,0,"T0"
1.65384615384615,0,"T0"
1.66025641025641,0,"T0"
1.66666666666667,0,"T0"
1.67307692307692,0,"T0"
1.67948717948718,0,"T0"
1.68589743589744,0,"T0"
1.69230769230769,0,"T0"
1.69871794871795,0,"T0"
1.70512820512821,0,"T0"
1.71153846153846,0,"T0"
1.71794871794872,0,"T0"
1.72435897435897,0,"T0"
1.73076923076923,0,"T0"
1.73717948717949,0,"T0"
1.74358974358974,0,"T0"
1.75,0,"T0"
1.75641025641026,0,"T0"
1.76282051282051,0,"T0"
1.76923076923077,0,"T0"
1.77564102564103,0,"T0"
1.78205128205128,0,"T0"
1.78846153846154,0,"T0"
1.7948717948718,0,"T0"
1.80128205128205,0,"T0"
1.80769230769231,0.001,"T0"
1.81410256410256,0,"T0"
1.82051282051282,0.003,"T0"
1.82692307692308,0,"T0"
1.83333333333333,0,"T0"
1.83974358974359,0,"T0"
1.84615384615385,0,"T0"
1.8525641025641,0,"T0"
1.85897435897436,0,"T0"
1.86538461538462,0,"T0"
1.87179487179487,0,"T0"
1.87820512820513,0,"T0"
1.88461538461538,0,"T0"
1.89102564102564,0,"T0"
1.8974358974359,0.003,"T0"
1.90384615384615,0,"T0"
1.91025641025641,0,"T0"
1.91666666666667,0,"T0"
1.92307692307692,0,"T0"
1.92948717948718,0,"T0"
1.93589743589744,0,"T0"
1.94230769230769,0,"T0"
1.94871794871795,0,"T0"
1.95512820512821,0,"T0"
1.96153846153846,0,"T0"
1.96794871794872,0,"T0"
1.97435897435897,0,"T0"
1.98076923076923,0,"T0"
1.98717948717949,0,"T0"
1.99358974358974,0,"T0"
2,0,"T0"
2.00641025641026,0,"T0"
2.01282051282051,0,"T0"
2.01923076923077,0,"T0"
2.02564102564103,0,"T0"
2.03205128205128,0,"T0"
2.03846153846154,0,"T0"
2.04487179487179,0,"T0"
2.05128205128205,0.002,"T0"
2.05769230769231,0.01,"T0"
2.06410256410256,0,"T0"
2.07051282051282,0,"T0"
2.07692307692308,0,"T0"
2.08333333333333,0,"T0"
2.08974358974359,0,"T0"
2.09615384615385,0,"T0"
2.1025641025641,0,"T0"
2.10897435897436,0,"T0"
2.11538461538462,0.003,"T0"
2.12179487179487,0,"T0"
2.12820512820513,0.003,"T0"
2.13461538461538,0.003,"T0"
2.14102564102564,0.001,"T0"
2.1474358974359,0,"T0"
2.15384615384615,0,"T0"
2.16025641025641,0,"T0"
2.16666666666667,0,"T0"
2.17307692307692,0,"T0"
2.17948717948718,0,"T0"
2.18589743589744,0,"T0"
2.19230769230769,0,"T0"
2.19871794871795,0.004,"T0"
2.20512820512821,0,"T0"
2.21153846153846,0,"T0"
2.21794871794872,0.003,"T0"
2.22435897435897,0.001,"T0"
2.23076923076923,0.001,"T0"
2.23717948717949,0,"T0"
2.24358974358974,0,"T0"
2.25,0.001,"T0"
2.25641025641026,0.004,"T0"
2.26282051282051,0.003,"T0"
2.26923076923077,0.004,"T0"
2.27564102564103,0.008,"T0"
2.28205128205128,0.006,"T0"
2.28846153846154,0.006,"T0"
2.29487179487179,0.006,"T0"
2.30128205128205,0,"T0"
2.30769230769231,0,"T0"
2.31410256410256,0,"T0"
2.32051282051282,0,"T0"
2.32692307692308,0.005,"T0"
2.33333333333333,0.005,"T0"
2.33974358974359,0.006,"T0"
2.34615384615385,0.006,"T0"
2.3525641025641,0,"T0"
2.35897435897436,0.006,"T0"
2.36538461538462,0.006,"T0"
2.37179487179487,0.006,"T0"
2.37820512820513,0.006,"T0"
2.38461538461538,0.005,"T0"
2.39102564102564,0.004,"T0"
2.3974358974359,0.002,"T0"
2.40384615384615,0.006,"T0"
2.41025641025641,0.013,"T0"
2.41666666666667,0.013,"T0"
2.42307692307692,0.013,"T0"
2.42948717948718,0.025,"T0"
2.43589743589744,0.021,"T0"
2.44230769230769,0.021,"T0"
2.44871794871795,0.021,"T0"
2.45512820512821,0.005,"T0"
2.46153846153846,0.005,"T0"
2.46794871794872,0.006,"T0"
2.47435897435897,0.004,"T0"
2.48076923076923,0.002,"T0"
2.48717948717949,0.007,"T0"
2.49358974358974,0.008,"T0"
2.5,0.01,"T0"
2.50641025641026,0.012,"T0"
2.51282051282051,0.005,"T0"
2.51923076923077,0.003,"T0"
2.52564102564103,0,"T0"
2.53205128205128,0.002,"T0"
2.53846153846154,0,"T0"
2.54487179487179,0,"T0"
2.55128205128205,0,"T0"
2.55769230769231,0,"T0"
2.56410256410256,0.004,"T0"
2.57051282051282,0.005,"T0"
2.57692307692308,0.013,"T0"
2.58333333333333,0.013,"T0"
2.58974358974359,0.013,"T0"
2.59615384615385,0.019,"T0"
2.6025641025641,0.017,"T0"
2.60897435897436,0.016,"T0"
2.61538461538462,0.014,"T0"
2.62179487179487,0.012,"T0"
2.62820512820513,0.006,"T0"
2.63461538461538,0.01,"T0"
2.64102564102564,0.013,"T0"
2.6474358974359,0.013,"T0"
2.65384615384615,0.018,"T0"
2.66025641025641,0.018,"T0"
2.66666666666667,0.013,"T0"
2.67307692307692,0.013,"T0"
2.67948717948718,0.014,"T0"
2.68589743589744,0.012,"T0"
2.69230769230769,0.01,"T0"
2.69871794871795,0.01,"T0"
2.70512820512821,0.01,"T0"
2.71153846153846,0.007,"T0"
2.71794871794872,0,"T0"
2.72435897435897,0.018,"T0"
2.73076923076923,0.014,"T0"
2.73717948717949,0.014,"T0"
2.74358974358974,0.023,"T0"
2.75,0.017,"T0"
2.75641025641026,0.017,"T0"
2.76282051282051,0.017,"T0"
2.76923076923077,0.005,"T0"
2.77564102564103,0.004,"T0"
2.78205128205128,0,"T0"
2.78846153846154,0,"T0"
2.79487179487179,0,"T0"
2.80128205128205,0.003,"T0"
2.80769230769231,0.015,"T0"
2.81410256410256,0.021,"T0"
2.82051282051282,0.01,"T0"
2.82692307692308,0.016,"T0"
2.83333333333333,0.008,"T0"
2.83974358974359,0.014,"T0"
2.84615384615385,0.011,"T0"
2.8525641025641,0.002,"T0"
2.85897435897436,0,"T0"
2.86538461538462,0,"T0"
2.87179487179487,0.012,"T0"
2.87820512820513,0,"T0"
2.88461538461538,0,"T0"
2.89102564102564,0.001,"T0"
2.8974358974359,0.011,"T0"
2.90384615384615,0.004,"T0"
2.91025641025641,0.007,"T0"
2.91666666666667,0.014,"T0"
2.92307692307692,0.004,"T0"
2.92948717948718,0.005,"T0"
2.93589743589744,0.008,"T0"
2.94230769230769,0.007,"T0"
2.94871794871795,0.01,"T0"
2.95512820512821,0.016,"T0"
2.96153846153846,0.018,"T0"
2.96794871794872,0.024,"T0"
2.97435897435897,0.025,"T0"
2.98076923076923,0.032,"T0"
2.98717948717949,0.017,"T0"
2.99358974358974,0,"T0"
3,0,"T0"
3.00641025641026,0.005,"T0"
3.01282051282051,0.006,"T0"
3.01923076923077,0.009,"T0"
3.02564102564103,0.019,"T0"
3.03205128205128,0.028,"T0"
3.03846153846154,0.017,"T0"
3.04487179487179,0.008,"T0"
3.05128205128205,0.016,"T0"
3.05769230769231,0.021,"T0"
3.06410256410256,0.008,"T0"
3.07051282051282,0.005,"T0"
3.07692307692308,0,"T0"
3.08333333333333,0,"T0"
3.08974358974359,0,"T0"
3.09615384615385,0.003,"T0"
3.1025641025641,0.01,"T0"
3.10897435897436,0.013,"T0"
3.11538461538462,0.016,"T0"
3.12179487179487,0.021,"T0"
3.12820512820513,0.007,"T0"
3.13461538461538,0.006,"T0"
3.14102564102564,0,"T0"
3.1474358974359,0,"T0"
3.15384615384615,0,"T0"
3.16025641025641,0,"T0"
3.16666666666667,0,"T0"
3.17307692307692,0,"T0"
3.17948717948718,0,"T0"
3.18589743589744,0,"T0"
3.19230769230769,0.008,"T0"
3.19871794871795,0.007,"T0"
3.20512820512821,0.011,"T0"
3.21153846153846,0.003,"T0"
3.21794871794872,0.001,"T0"
3.22435897435897,0,"T0"
3.23076923076923,0.002,"T0"
3.23717948717949,0.001,"T0"
3.24358974358974,0.006,"T0"
3.25,0.013,"T0"
3.25641025641026,0.014,"T0"
3.26282051282051,0.017,"T0"
3.26923076923077,0.012,"T0"
3.27564102564103,0.017,"T0"
3.28205128205128,0.025,"T0"
3.28846153846154,0.025,"T0"
3.29487179487179,0.024,"T0"
3.30128205128205,0.019,"T0"
3.30769230769231,0.017,"T0"
3.31410256410256,0.023,"T0"
3.32051282051282,0.028,"T0"
3.32692307692308,0.024,"T0"
3.33333333333333,0.009,"T0"
3.33974358974359,0.007,"T0"
3.34615384615385,0.018,"T0"
3.3525641025641,0.03,"T0"
3.35897435897436,0.049,"T0"
3.36538461538462,0.049,"T0"
3.37179487179487,0.034,"T0"
3.37820512820513,0.035,"T0"
3.38461538461538,0.031,"T0"
3.39102564102564,0.027,"T0"
3.3974358974359,0.006,"T0"
3.40384615384615,0.014,"T0"
3.41025641025641,0.019,"T0"
3.41666666666667,0.024,"T0"
3.42307692307692,0.03,"T0"
3.42948717948718,0.018,"T0"
3.43589743589744,0.042,"T0"
3.44230769230769,0.038,"T0"
3.44871794871795,0.02,"T0"
3.45512820512821,0.022,"T0"
3.46153846153846,0.015,"T0"
3.46794871794872,0.014,"T0"
3.47435897435897,0.015,"T0"
3.48076923076923,0.015,"T0"
3.48717948717949,0.027,"T0"
3.49358974358974,0.031,"T0"
3.5,0.041,"T0"
3.50641025641026,0.041,"T0"
3.51282051282051,0.043,"T0"
3.51923076923077,0.048,"T0"
3.52564102564103,0.033,"T0"
3.53205128205128,0.037,"T0"
3.53846153846154,0.035,"T0"
3.54487179487179,0.026,"T0"
3.55128205128205,0.022,"T0"
3.55769230769231,0.022,"T0"
3.56410256410256,0.024,"T0"
3.57051282051282,0.023,"T0"
3.57692307692308,0.034,"T0"
3.58333333333333,0.037,"T0"
3.58974358974359,0.039,"T0"
3.59615384615385,0.035,"T0"
3.6025641025641,0.036,"T0"
3.60897435897436,0.035,"T0"
3.61538461538462,0.031,"T0"
3.62179487179487,0.034,"T0"
3.62820512820513,0.029,"T0"
3.63461538461538,0.025,"T0"
3.64102564102564,0.033,"T0"
3.6474358974359,0.033,"T0"
3.65384615384615,0.035,"T0"
3.66025641025641,0.031,"T0"
3.66666666666667,0.039,"T0"
3.67307692307692,0.042,"T0"
3.67948717948718,0.042,"T0"
3.68589743589744,0.028,"T0"
3.69230769230769,0.022,"T0"
3.69871794871795,0.017,"T0"
3.70512820512821,0.025,"T0"
3.71153846153846,0.015,"T0"
3.71794871794872,0.014,"T0"
3.72435897435897,0.017,"T0"
3.73076923076923,0.023,"T0"
3.73717948717949,0.02,"T0"
3.74358974358974,0.008,"T0"
3.75,0.014,"T0"
3.75641025641026,0.006,"T0"
3.76282051282051,0.004,"T0"
3.76923076923077,0.014,"T0"
3.77564102564103,0.011,"T0"
3.78205128205128,0.021,"T0"
3.78846153846154,0.019,"T0"
3.79487179487179,0.023,"T0"
3.80128205128205,0.028,"T0"
3.80769230769231,0.028,"T0"
3.81410256410256,0.027,"T0"
3.82051282051282,0.032,"T0"
3.82692307692308,0.033,"T0"
3.83333333333333,0.012,"T0"
3.83974358974359,0.013,"T0"
3.84615384615385,0.009,"T0"
3.8525641025641,0.003,"T0"
3.85897435897436,0.003,"T0"
3.86538461538462,0.002,"T0"
3.87179487179487,0,"T0"
3.87820512820513,0.007,"T0"
3.88461538461538,0.025,"T0"
3.89102564102564,0.029,"T0"
3.8974358974359,0.03,"T0"
3.90384615384615,0.027,"T0"
3.91025641025641,0.015,"T0"
3.91666666666667,0.01,"T0"
3.92307692307692,0.006,"T0"
3.92948717948718,0,"T0"
3.93589743589744,0,"T0"
3.94230769230769,0,"T0"
3.94871794871795,0,"T0"
3.95512820512821,0,"T0"
3.96153846153846,0.002,"T0"
3.96794871794872,0.01,"T0"
3.97435897435897,0.004,"T0"
3.98076923076923,0.003,"T0"
3.98717948717949,0.007,"T0"
3.99358974358974,0,"T0"
4,0,"T0"
4.00641025641026,0,"T0"
4.01282051282051,0,"T0"
4.01923076923077,0,"T0"
4.02564102564103,0.002,"T0"
4.03205128205128,0.001,"T0"
4.03846153846154,0.002,"T0"
4.0448717948718,0.002,"T0"
4.05128205128205,0.002,"T0"
4.05769230769231,0,"T0"
4.06410256410256,0,"T0"
4.07051282051282,0,"T0"
4.07692307692308,0,"T0"
4.08333333333333,0,"T0"
4.08974358974359,0,"T0"
4.09615384615385,0,"T0"
4.1025641025641,0,"T0"
4.10897435897436,0.001,"T0"
4.11538461538462,0,"T0"
4.12179487179487,0.001,"T0"
4.12820512820513,0.001,"T0"
4.13461538461539,0.004,"T0"
4.14102564102564,0.001,"T0"
4.1474358974359,0,"T0"
4.15384615384615,0,"T0"
4.16025641025641,0.001,"T0"
4.16666666666667,0,"T0"
4.17307692307692,0,"T0"
4.17948717948718,0.014,"T0"
4.18589743589744,0.015,"T0"
4.19230769230769,0.013,"T0"
4.19871794871795,0.02,"T0"
4.20512820512821,0.026,"T0"
4.21153846153846,0.03,"T0"
4.21794871794872,0.018,"T0"
4.22435897435897,0.021,"T0"
4.23076923076923,0.012,"T0"
4.23717948717949,0.006,"T0"
4.24358974358974,0,"T0"
4.25,0.005,"T0"
4.25641025641026,0.003,"T0"
4.26282051282051,0.003,"T0"
4.26923076923077,0.003,"T0"
4.27564102564103,0.015,"T0"
4.28205128205128,0.017,"T0"
4.28846153846154,0.018,"T0"
4.2948717948718,0.014,"T0"
4.30128205128205,0.016,"T0"
4.30769230769231,0.011,"T0"
4.31410256410256,0.006,"T0"
4.32051282051282,0.004,"T0"
4.32692307692308,0.006,"T0"
4.33333333333333,0.009,"T0"
4.33974358974359,0,"T0"
4.34615384615385,0.007,"T0"
4.3525641025641,0.009,"T0"
4.35897435897436,0.008,"T0"
4.36538461538462,0.002,"T0"
4.37179487179487,0,"T0"
4.37820512820513,0,"T0"
4.38461538461539,0,"T0"
4.39102564102564,0.002,"T0"
4.3974358974359,0,"T0"
4.40384615384615,0,"T0"
4.41025641025641,0.008,"T0"
4.41666666666667,0,"T0"
4.42307692307692,0.006,"T0"
4.42948717948718,0.005,"T0"
4.43589743589744,0.006,"T0"
4.44230769230769,0.009,"T0"
4.44871794871795,0.008,"T0"
4.45512820512821,0.005,"T0"
4.46153846153846,0,"T0"
4.46794871794872,0,"T0"
4.47435897435897,0.002,"T0"
4.48076923076923,0.002,"T0"
4.48717948717949,0.003,"T0"
4.49358974358974,0.006,"T0"
4.5,0.008,"T0"
4.50641025641026,0.008,"T0"
4.51282051282051,0.009,"T0"
4.51923076923077,0.004,"T0"
4.52564102564103,0,"T0"
4.53205128205128,0,"T0"
4.53846153846154,0,"T0"
4.5448717948718,0,"T0"
4.55128205128205,0,"T0"
4.55769230769231,0,"T0"
4.56410256410256,0,"T0"
4.57051282051282,0,"T0"
4.57692307692308,0,"T0"
4.58333333333333,0.004,"T0"
4.58974358974359,0,"T0"
4.59615384615385,0.006,"T0"
4.6025641025641,0.008,"T0"
4.60897435897436,0,"T0"
4.61538461538462,0,"T0"
4.62179487179487,0,"T0"
4.62820512820513,0,"T0"
4.63461538461539,0,"T0"
4.64102564102564,0,"T0"
4.6474358974359,0,"T0"
4.65384615384615,0.001,"T0"
4.66025641025641,0.003,"T0"
4.66666666666667,0.009,"T0"
4.67307692307692,0.011,"T0"
4.67948717948718,0.013,"T0"
4.68589743589744,0.012,"T0"
4.69230769230769,0.011,"T0"
4.69871794871795,0.003,"T0"
4.70512820512821,0.004,"T0"
4.71153846153846,0.005,"T0"
4.71794871794872,0.003,"T0"
4.72435897435897,0.005,"T0"
4.73076923076923,0.007,"T0"
4.73717948717949,0.011,"T0"
4.74358974358974,0.013,"T0"
4.75,0.008,"T0"
4.75641025641026,0,"T0"
4.76282051282051,0,"T0"
4.76923076923077,0,"T0"
4.77564102564103,0,"T0"
4.78205128205128,0,"T0"
4.78846153846154,0,"T0"
4.7948717948718,0,"T0"
4.80128205128205,0.013,"T0"
4.80769230769231,0.009,"T0"
4.81410256410256,0.013,"T0"
4.82051282051282,0.012,"T0"
4.82692307692308,0.011,"T0"
4.83333333333333,0.011,"T0"
4.83974358974359,0.008,"T0"
4.84615384615385,0.004,"T0"
4.8525641025641,0,"T0"
4.85897435897436,0,"T0"
4.86538461538462,0,"T0"
4.87179487179487,0.001,"T0"
4.87820512820513,0.025,"T0"
4.88461538461539,0.014,"T0"
4.89102564102564,0.008,"T0"
4.8974358974359,0.02,"T0"
4.90384615384615,0.015,"T0"
4.91025641025641,0.006,"T0"
4.91666666666667,0,"T0"
4.92307692307692,0,"T0"
4.92948717948718,0,"T0"
4.93589743589744,0,"T0"
4.94230769230769,0,"T0"
4.94871794871795,0.003,"T0"
4.95512820512821,0.003,"T0"
4.96153846153846,0,"T0"
4.96794871794872,0.003,"T0"
4.97435897435897,0.009,"T0"
4.98076923076923,0.029,"T0"
4.98717948717949,0.041,"T0"
4.99358974358974,0.019,"T0"
5,0.009,"T0"
5.00641025641026,0.001,"T0"
0,0,"T1"
0.006410256410256,0,"T1"
0.012820512820513,0,"T1"
0.019230769230769,0,"T1"
0.025641025641026,0,"T1"
0.032051282051282,0,"T1"
0.038461538461539,0,"T1"
0.044871794871795,0,"T1"
0.051282051282051,0,"T1"
0.057692307692308,0,"T1"
0.064102564102564,0,"T1"
0.070512820512821,0,"T1"
0.076923076923077,0,"T1"
0.083333333333333,0,"T1"
0.08974358974359,0,"T1"
0.096153846153846,0,"T1"
0.102564102564103,0,"T1"
0.108974358974359,0,"T1"
0.115384615384615,0,"T1"
0.121794871794872,0,"T1"
0.128205128205128,0,"T1"
0.134615384615385,0,"T1"
0.141025641025641,0,"T1"
0.147435897435897,0,"T1"
0.153846153846154,0,"T1"
0.16025641025641,0,"T1"
0.166666666666667,0,"T1"
0.173076923076923,0,"T1"
0.179487179487179,0,"T1"
0.185897435897436,0,"T1"
0.192307692307692,0,"T1"
0.198717948717949,0,"T1"
0.205128205128205,0,"T1"
0.211538461538462,0,"T1"
0.217948717948718,0,"T1"
0.224358974358974,0,"T1"
0.230769230769231,0,"T1"
0.237179487179487,0,"T1"
0.243589743589744,0,"T1"
0.25,0,"T1"
0.256410256410256,0,"T1"
0.262820512820513,0,"T1"
0.269230769230769,0,"T1"
0.275641025641026,0,"T1"
0.282051282051282,0,"T1"
0.288461538461538,0,"T1"
0.294871794871795,0,"T1"
0.301282051282051,0,"T1"
0.307692307692308,0,"T1"
0.314102564102564,0,"T1"
0.320512820512821,0,"T1"
0.326923076923077,0,"T1"
0.333333333333333,0,"T1"
0.33974358974359,0,"T1"
0.346153846153846,0,"T1"
0.352564102564103,0,"T1"
0.358974358974359,0,"T1"
0.365384615384615,0,"T1"
0.371794871794872,0,"T1"
0.378205128205128,0,"T1"
0.384615384615385,0,"T1"
0.391025641025641,0,"T1"
0.397435897435897,0,"T1"
0.403846153846154,0,"T1"
0.41025641025641,0,"T1"
0.416666666666667,0,"T1"
0.423076923076923,0,"T1"
0.42948717948718,0,"T1"
0.435897435897436,0,"T1"
0.442307692307692,0,"T1"
0.448717948717949,0,"T1"
0.455128205128205,0,"T1"
0.461538461538462,0,"T1"
0.467948717948718,0,"T1"
0.474358974358974,0,"T1"
0.480769230769231,0,"T1"
0.487179487179487,0,"T1"
0.493589743589744,0,"T1"
0.5,0,"T1"
0.506410256410256,0,"T1"
0.512820512820513,0,"T1"
0.519230769230769,0,"T1"
0.525641025641026,0,"T1"
0.532051282051282,0,"T1"
0.538461538461538,0,"T1"
0.544871794871795,0,"T1"
0.551282051282051,0,"T1"
0.557692307692308,0,"T1"
0.564102564102564,0,"T1"
0.57051282051282,0.02,"T1"
0.576923076923077,0.03,"T1"
0.583333333333333,0.03,"T1"
0.58974358974359,0.04,"T1"
0.596153846153846,0.04,"T1"
0.602564102564102,0.04,"T1"
0.608974358974359,0.05,"T1"
0.615384615384615,0.06,"T1"
0.621794871794872,0.06,"T1"
0.628205128205128,0.06,"T1"
0.634615384615385,0.07,"T1"
0.641025641025641,0.08,"T1"
0.647435897435897,0.09,"T1"
0.653846153846154,0.11,"T1"
0.66025641025641,0.11,"T1"
0.666666666666667,0.11,"T1"
0.673076923076923,0.12,"T1"
0.67948717948718,0.12,"T1"
